date,temperature
2020-01-01,16.777332706945902
2020-01-02,14.646710934417428
2020-01-03,14.817034735106088
2020-01-04,15.415568169834618
2020-01-05,14.54190582368496
2020-01-06,16.028642818735957
2020-01-07,16.193134566229595
2020-01-08,17.3202701138177
2020-01-09,16.652938846074125
2020-01-10,16.085852374336532
2020-01-11,17.827523217121595
2020-01-12,16.66773392551009
2020-01-13,16.535350666737898
2020-01-14,16.66554645835717
2020-01-15,16.822556281797638
2020-01-16,18.629365262322118
2020-01-17,17.84681504271303
2020-01-18,19.918844226497015
2020-01-19,18.90617457713008
2020-01-20,17.674237465008147
2020-01-21,16.99643378193813
2020-01-22,18.626380021054374
2020-01-23,18.525743873863274
2020-01-24,18.521204594682295
2020-01-25,18.091530690522433
2020-01-26,19.089375234404596
2020-01-27,18.018235400540796
2020-01-28,18.760074433332754
2020-01-29,19.343651075157478
2020-01-30,21.27463398378454
2020-01-31,19.13235936552621
2020-02-01,18.131578481620465
2020-02-02,20.40621678193201
2020-02-03,21.206005661877683
2020-02-04,19.430321038244582
2020-02-05,20.01599254875557
2020-02-06,22.559644451545534
2020-02-07,22.176890570001888
2020-02-08,20.31388902733322
2020-02-09,20.931143441571816
2020-02-10,21.335106957268795
2020-02-11,19.982655699372025
2020-02-12,22.875644170783143
2020-02-13,22.960296085109086
2020-02-14,23.091595187717527
2020-02-15,22.330271130724736
2020-02-16,21.963530809313582
2020-02-17,22.139775653338365
2020-02-18,23.92499476941699
2020-02-19,22.637913105288142
2020-02-20,22.85317964498341
2020-02-21,23.731591365258208
2020-02-22,24.053305698523562
2020-02-23,22.71188018804537
2020-02-24,23.66030458589987
2020-02-25,23.54360171691229
2020-02-26,24.503152360301076
2020-02-27,23.890174275309665
2020-02-28,23.16800289993823
2020-02-29,24.370873300852725
2020-03-01,24.127245738230886
2020-03-02,24.886383163842826
2020-03-03,24.183647857164182
2020-03-04,22.589741420336345
2020-03-05,25.27117103379412
2020-03-06,24.972002434697945
2020-03-07,24.80670429146847
2020-03-08,25.51893850077802
2020-03-09,25.321421009885082
2020-03-10,24.899905684893156
2020-03-11,25.404953201265652
2020-03-12,24.239772098755644
2020-03-13,24.324870345652513
2020-03-14,24.86868921976148
2020-03-15,24.61908682196009
2020-03-16,24.79668240971275
2020-03-17,25.12302345115393
2020-03-18,25.260834073094617
2020-03-19,24.25370466025932
2020-03-20,26.248719880185643
2020-03-21,25.050923202494978
2020-03-22,27.82500913149261
2020-03-23,25.63510570261676
2020-03-24,24.409874775338817
2020-03-25,24.39715360713247
2020-03-26,25.406903634998333
2020-03-27,22.69488829225857
2020-03-28,26.80732073275853
2020-03-29,23.86182089784774
2020-03-30,25.659062326535174
2020-03-31,25.508197019252005
2020-04-01,25.923397697906143
2020-04-02,25.937858776640805
2020-04-03,26.829452840113774
2020-04-04,26.129634925667776
2020-04-05,26.03420101327216
2020-04-06,24.28458013881125
2020-04-07,25.370584937770452
2020-04-08,26.688452057783707
2020-04-09,25.841835953777103
2020-04-10,24.951504275222405
2020-04-11,25.0822362891181
2020-04-12,27.001457671199272
2020-04-13,24.29406798789305
2020-04-14,24.84973647569585
2020-04-15,25.546077794484205
2020-04-16,26.551738722697344
2020-04-17,25.61935330159427
2020-04-18,23.97239099601135
2020-04-19,25.781074863122424
2020-04-20,25.33733404058999
2020-04-21,23.492748127105514
2020-04-22,26.212108008556314
2020-04-23,25.71965246658005
2020-04-24,23.936010397349374
2020-04-25,24.083470627190977
2020-04-26,25.04006925955459
2020-04-27,25.035474866312807
2020-04-28,23.081696551582922
2020-04-29,22.922102945915817
2020-04-30,25.143750483591987
2020-05-01,25.44072844629271
2020-05-02,24.939614778598727
2020-05-03,24.936187790399163
2020-05-04,22.83917124501269
2020-05-05,24.32006926151031
2020-05-06,22.1468802542145
2020-05-07,23.85084056258543
2020-05-08,22.47366605058903
2020-05-09,24.600657610861262
2020-05-10,25.033744047364227
2020-05-11,23.852910059227913
2020-05-12,23.317693931216244
2020-05-13,24.601561924674748
2020-05-14,22.704211729586465
2020-05-15,23.278692216671377
2020-05-16,23.82143612593737
2020-05-17,24.17674429509163
2020-05-18,21.405724473912418
2020-05-19,21.208392138460766
2020-05-20,23.87171411643676
2020-05-21,21.451520950095798
2020-05-22,22.21506381732911
2020-05-23,22.717775368901574
2020-05-24,23.62719711823812
2020-05-25,22.80494729473838
2020-05-26,21.57372360323761
2020-05-27,21.570821096606043
2020-05-28,20.667182587722447
2020-05-29,20.70901472744617
2020-05-30,21.201773023691775
2020-05-31,20.716414279278194
2020-06-01,19.116118906975217
2020-06-02,19.349305787361768
2020-06-03,20.52952060538629
2020-06-04,20.639828652033525
2020-06-05,20.384314729167205
2020-06-06,18.963791223969565
2020-06-07,21.532659801884797
2020-06-08,19.728354254713174
2020-06-09,17.909724335351637
2020-06-10,17.698882124211003
2020-06-11,19.1498224037829
2020-06-12,19.736921890708647
2020-06-13,20.515232386391126
2020-06-14,18.451451246845707
2020-06-15,17.880379700371133
2020-06-16,20.821653544792497
2020-06-17,17.949682018827644
2020-06-18,18.956792595965645
2020-06-19,19.081160675914262
2020-06-20,17.635240258428496
2020-06-21,17.26916122921459
2020-06-22,15.557584430264686
2020-06-23,17.196365186728272
2020-06-24,14.610375751042586
2020-06-25,16.067843806825515
2020-06-26,16.40795215006174
2020-06-27,17.258516128798394
2020-06-28,19.043170399223893
2020-06-29,16.73070262924127
2020-06-30,15.38065515782786
2020-07-01,17.724726664673966
2020-07-02,16.865040839407158
2020-07-03,16.673069663312916
2020-07-04,14.821691523735238
2020-07-05,15.539098836476509
2020-07-06,15.61599165445277
2020-07-07,14.017858391237015
2020-07-08,17.650456124760016
2020-07-09,13.840476107379928
2020-07-10,13.071891652606453
2020-07-11,15.282441854355035
2020-07-12,13.76784777045686
2020-07-13,14.123372563282533
2020-07-14,14.134375835265264
2020-07-15,13.70328083436053
2020-07-16,14.26449172822869
2020-07-17,12.531442100095859
2020-07-18,13.693757599137497
2020-07-19,14.132079793658049
2020-07-20,11.88432609211909
2020-07-21,11.60639553545662
2020-07-22,11.866512980071745
2020-07-23,12.131342863213115
2020-07-24,10.822470763342281
2020-07-25,10.381389328396745
2020-07-26,12.714542800092781
2020-07-27,10.889246323167843
2020-07-28,10.532869803702146
2020-07-29,11.479095561051253
2020-07-30,12.358914084737476
2020-07-31,12.657930532994712
2020-08-01,11.007991299088099
2020-08-02,11.681714214523241
2020-08-03,11.538428018261108
2020-08-04,10.712325640377836
2020-08-05,8.062536212046115
2020-08-06,10.732404052811201
2020-08-07,10.56876631892652
2020-08-08,11.15936050054422
2020-08-09,11.49713892941594
2020-08-10,9.922713702471768
2020-08-11,10.5745045295123
2020-08-12,11.081465270039093
2020-08-13,9.882367252307876
2020-08-14,9.25581032238435
2020-08-15,8.92055884939555
2020-08-16,8.162468333340717
2020-08-17,8.575743168458954
2020-08-18,10.608938922610271
2020-08-19,8.812925421965458
2020-08-20,7.819659315605736
2020-08-21,8.727877227135494
2020-08-22,8.285250068719321
2020-08-23,6.777862627470137
2020-08-24,6.6580720692046
2020-08-25,8.508395137263168
2020-08-26,8.277492542141273
2020-08-27,7.880921504855261
2020-08-28,8.661455253429441
2020-08-29,6.948024869835124
2020-08-30,6.446957996493821
2020-08-31,8.92245376347363
2020-09-01,6.032229881358368
2020-09-02,7.132076357276008
2020-09-03,8.56406315966764
2020-09-04,6.0445649936800985
2020-09-05,6.974567529894339
2020-09-06,6.460291611611801
2020-09-07,7.770478313015039
2020-09-08,8.928593387868174
2020-09-09,7.374588077050848
2020-09-10,6.611284597220847
2020-09-11,7.867871419746516
2020-09-12,6.983853873632491
2020-09-13,6.831917581409004
2020-09-14,6.887923897127099
2020-09-15,6.254685395581111
2020-09-16,6.560484994847643
2020-09-17,7.180464445719803
2020-09-18,5.817970543904523
2020-09-19,5.7912297681840395
2020-09-20,5.532171687037237
2020-09-21,7.071352833188278
