team_home,team_away,home_goals_avg,away_goals_avg,home_wins_pct,away_wins_pct,outcome
Team_B,Team_F,2.113429536089455,0.5330788985797532,0.3120847389142991,0.5929431812706987,2
Team_E,Team_B,2.4649653021222138,1.830809585276508,0.773929345237524,0.3208678889874763,2
Team_C,Team_B,1.1427046116304507,2.4791296164756136,0.2946132032438884,0.5098038913029961,1
Team_C,Team_D,1.3652849612080717,1.4361681203752934,0.7918134773034446,0.455184890180692,2
Team_B,Team_G,0.6090793213503014,2.18442016042052,0.5889008293877261,0.44241206171768815,0
Team_D,Team_E,1.6833376411870078,0.5253156569683244,0.20072216834541076,0.5696591372896129,0
Team_F,Team_G,0.8837750994361906,1.8065431316654874,0.2322183127636246,0.3880433368847338,0
Team_B,Team_E,1.6603527395930677,1.8235303094547917,0.6326815121594263,0.3531387301511393,0
Team_H,Team_D,0.6573673138837957,1.3523030969014476,0.7675066454376291,0.33063742054821477,0
Team_D,Team_F,0.7017776042117179,1.7111405477878605,0.607923724368305,0.5857587248964561,2
Team_C,Team_G,1.4728516700521435,0.7689140815341289,0.37364307842264766,0.5974579840528111,2
Team_G,Team_A,1.562006259485925,1.8659288373773744,0.5824345102239796,0.7287949336789712,1
Team_D,Team_A,2.057202717401113,0.9974143119329357,0.6069095507534409,0.7413164710296056,2
Team_C,Team_F,2.0582083746772932,1.9495786023908708,0.2357157181230935,0.5489049857744435,0
Team_C,Team_B,2.4346383444611823,2.1228150054013124,0.2658342807482721,0.27305119858860705,2
Team_A,Team_F,1.1897783483463666,0.5698117181462186,0.5249849046998318,0.4327070598115082,0
Team_C,Team_A,2.1038407845119655,2.330153530557612,0.6539563604084782,0.6934533860097665,0
Team_C,Team_D,1.027145901837202,0.9170550805983755,0.6590380588193385,0.7687502473606984,2
Team_C,Team_F,2.262933529759112,1.7773981897663451,0.4325959403352795,0.45545696895818316,0
Team_G,Team_E,0.5629143904920522,1.8909512083781548,0.46305733520670844,0.5313290408327778,0
Team_A,Team_G,1.0547516266666028,1.4517850216589814,0.4824561330006214,0.43305633273671423,2
Team_E,Team_A,1.4023280073751918,1.7072890490119756,0.7373120722284958,0.7197401737153535,2
Team_D,Team_E,1.040009992930028,0.5699649766161257,0.3566400799371976,0.36722440737242523,2
Team_H,Team_G,1.7984854656759413,0.6634079192044575,0.2812271576066607,0.29340567532518524,2
Team_H,Team_B,1.9708280510140062,2.2192878211307923,0.764381930483746,0.3210227344318651,0
Team_D,Team_H,0.9806457614896613,1.2175231349322755,0.7487990644542497,0.5450675401636169,2
Team_G,Team_E,1.480238472253564,0.5577158266722491,0.23851729159868862,0.5227538187607315,2
Team_C,Team_H,0.930661055057463,1.943819147984608,0.6863994640901075,0.4471384870172668,1
Team_C,Team_F,1.3080599006569198,1.85670125891004,0.6583982295917259,0.7951559709848666,0
Team_E,Team_B,1.322081561149223,0.8312401188203427,0.32244383504108415,0.6160370015590266,2
Team_F,Team_D,1.289209903322481,0.8596888936710825,0.37105969962979646,0.47303102288488325,0
Team_B,Team_C,0.9671581662437325,1.9719689775141591,0.20470695274437392,0.5235383164018899,2
Team_G,Team_D,1.0324565726349364,1.7065830212240347,0.6013400633711707,0.5930148178430541,0
Team_C,Team_A,1.1931559757515584,2.171848146055627,0.6550675741999186,0.3927531040483475,0
Team_A,Team_C,0.6436150908909384,0.6885519557978721,0.5497216167152257,0.23099730549739383,0
Team_G,Team_H,2.0063994038284587,1.0886963330307562,0.657984846308078,0.6472802229242333,1
Team_C,Team_F,1.957644360185491,1.9955532765442014,0.4384723554002162,0.326252290244911,1
Team_B,Team_C,2.3427951760003927,1.779233464864124,0.30375349857635675,0.609654154840112,1
Team_H,Team_E,1.683057594710746,1.9681280700462158,0.508968410908667,0.6883903847439853,2
Team_A,Team_H,1.7301466800370213,0.801585631664703,0.701569466546941,0.7615433511918897,0
Team_B,Team_A,1.4764822588668611,1.017777483941009,0.6527139844553389,0.6329777816028201,0
Team_H,Team_F,2.2540545425232743,0.8619461279560046,0.6783554153888646,0.474188215776803,2
Team_C,Team_F,0.816478525348427,0.8352285122932588,0.5971343328205403,0.5302582327682723,0
Team_A,Team_H,0.7253957208766504,0.6446211495455829,0.6462604084241266,0.6271292511375737,0
Team_G,Team_E,1.620540151193946,0.6693523104853798,0.7422474623653652,0.7442704515080796,2
Team_G,Team_C,2.3523778428788997,2.122906060827381,0.6971231455562297,0.54182471034196,0
Team_A,Team_G,0.9355982302328432,1.1544000440778583,0.5770972580534373,0.30359392149943937,0
Team_G,Team_B,1.4361217255909289,0.9661001970492311,0.5531862018296371,0.7539056170737981,2
Team_H,Team_G,1.832853228297826,1.6654429519675575,0.492768745554239,0.31193831578079584,2
Team_G,Team_C,0.9970720040256726,0.6826177551563215,0.6500091075372172,0.30536932059869987,1
Team_B,Team_E,0.5565698565819595,0.7741358850808961,0.30392217845594727,0.23264607665010678,2
Team_C,Team_D,2.1740155916062345,1.246630812731882,0.7247458860309206,0.328007944736076,1
Team_H,Team_G,0.8014739860623368,1.7411183908379972,0.45192175452218414,0.5679700081051393,1
Team_D,Team_H,1.591406032065897,1.7552607098035757,0.7611501886365999,0.37943858576530587,0
Team_B,Team_D,1.9354067234186738,1.7226110341107734,0.3071197427238289,0.42568838600629416,1
Team_G,Team_C,1.3387796759367787,0.8565496166440816,0.7546580550705575,0.6573912570163856,2
Team_D,Team_A,1.8601220566136731,2.2945653442710436,0.28170448541694276,0.35022383042418664,1
Team_A,Team_F,2.0980207427047173,0.5725097908830548,0.7904108901178164,0.47294396172943837,2
Team_B,Team_F,1.0854488756795437,0.8487134153017433,0.6749443453580168,0.773248498847658,1
Team_A,Team_E,2.4048413895069123,2.1475952308700683,0.488630676485791,0.6044157074756797,1
Team_D,Team_G,1.6174468164251048,0.6160926740370076,0.6177580851803199,0.23169478669048205,2
Team_F,Team_D,2.149893858921115,0.9741545751124292,0.3941976686214802,0.48878622713497605,2
Team_F,Team_A,1.0747073234839934,1.68497280926385,0.37867224393757937,0.23329443264263644,0
Team_C,Team_E,0.7023021158368572,2.0845014003280364,0.7768587874300024,0.4561797195687316,0
Team_E,Team_C,0.7936963381468523,1.602062705360314,0.28679294120418614,0.566728598719298,2
Team_G,Team_E,0.8913970786060792,2.029127436114204,0.21410145369099443,0.4252983447929726,0
Team_F,Team_E,1.2049508831913989,0.847073839277767,0.4239829940737325,0.45051368366451827,0
Team_E,Team_G,1.8132438989462583,2.3377041025178196,0.44035722446316344,0.3154058938850129,0
Team_G,Team_H,2.208001646992738,1.6432794465402958,0.47300661938417443,0.28978203290535604,2
Team_D,Team_E,1.0569840067147733,2.3863262557066984,0.7304420656494388,0.2503415250969188,0
Team_H,Team_B,0.9501166910293442,1.3215541790485812,0.7261087989508739,0.5165087119331269,0
Team_F,Team_E,0.9157767082099941,2.1006497188129787,0.5747108092186084,0.4808392762557388,0
Team_H,Team_C,1.1684927483142626,2.419686853477037,0.5120539625635007,0.4404195687459518,0
Team_E,Team_F,2.0579770117992173,1.1802178730057375,0.30722367255956534,0.5509616710034287,2
Team_F,Team_H,1.9254360059170992,2.2639751815322593,0.42270447241346787,0.2452129377373351,2
Team_G,Team_F,1.3700238548749504,1.7465150193462626,0.5997831938769754,0.5279082252207221,0
Team_C,Team_H,2.0102861002322827,2.107503948608163,0.5317853516104639,0.493136696350905,0
Team_B,Team_G,0.6679033229995677,1.1791296911270575,0.386507693310436,0.7721938705779627,2
Team_D,Team_E,1.8198485905181199,1.5352961780352101,0.3004205184359908,0.7870740033105705,0
Team_C,Team_A,0.7138512048944896,1.4875977914314922,0.72439880696785,0.7323746010663978,0
Team_D,Team_F,2.2725914895027994,1.042968434999717,0.22338341838105386,0.7086741622177246,2
Team_G,Team_H,1.6924621596847,1.6488675145927167,0.6878721635728517,0.671785731626168,2
Team_F,Team_H,1.605494895193407,2.4352941854656174,0.7976880985600032,0.2699267659991796,2
Team_A,Team_C,1.499644515497178,1.2751326765996642,0.567843385929629,0.23357933435720424,1
Team_G,Team_F,2.2417811400533334,0.9269230322779376,0.45583393686165513,0.7636885326289253,2
Team_A,Team_H,1.2167352646647966,1.3810732962467565,0.5116716599105339,0.5791948064788814,2
Team_B,Team_H,1.4042044115286285,2.1349618701802804,0.5202323968112484,0.4030883062207866,1
Team_C,Team_E,1.9354445094869828,1.616097951258975,0.23396898388083406,0.30192972509649496,0
Team_G,Team_A,1.0652512119029862,1.8468416004937411,0.21100919700417956,0.6534090662297121,0
Team_B,Team_D,1.1200436924322048,1.5558196558878485,0.32955536056337453,0.7306827881453166,0
Team_D,Team_C,1.3887647246021297,2.19884453890978,0.5695063366527415,0.3753977095055801,0
Team_B,Team_F,1.9133887606850293,2.4465214867277987,0.7358832310276602,0.4054596850294261,2
Team_A,Team_G,0.5070093270621165,0.5552595116168302,0.6943043091027163,0.31967761209983125,0
Team_G,Team_D,0.9742961464730044,1.3522003079617204,0.638339762260043,0.5746013159307234,0
Team_E,Team_G,1.5065408962011688,2.3524282107971377,0.6890046661902547,0.39391387089907604,2
Team_A,Team_H,1.917240800870262,0.6248987113335636,0.2210964279731832,0.301044769406018,2
Team_C,Team_G,0.8674778516848558,1.522973538417667,0.2559560721084991,0.7525316946981171,0
Team_H,Team_D,2.3162641131212616,2.389751283821089,0.20367718838820847,0.4784811123192393,0
Team_A,Team_C,2.3173855326058117,1.5368150894691517,0.2449664076190981,0.26616603696594016,1
Team_E,Team_B,2.380468385745779,1.8858183031361617,0.7205713197134795,0.4198739878039878,0
Team_A,Team_H,2.4486352744088284,0.5343459813247391,0.7685909918486535,0.4212064543094869,0
Team_D,Team_F,1.8783144634490165,2.4610806080627086,0.7793754337025556,0.29656220672145106,0
Team_C,Team_G,1.6310778292393202,1.7746096528566488,0.6436507481995195,0.3086302162832885,2
Team_A,Team_D,1.7774785125784758,2.19409383774111,0.5240394291705031,0.44856610855392964,2
Team_D,Team_G,1.6642427416396721,2.233747165598358,0.7719754378197741,0.6052127762051955,1
Team_A,Team_C,0.5070217018213012,0.580039281478012,0.32051072963066984,0.31160505911359715,0
Team_B,Team_D,1.1098692753953217,1.2201309871014565,0.45232261404132595,0.2593198030736088,0
Team_G,Team_C,1.8478888981460468,1.5746696496861554,0.46648652133207186,0.5806639647010114,2
Team_G,Team_D,1.3553858182324092,1.7822389301039587,0.7721433343010953,0.7037746975169366,0
Team_D,Team_F,1.789433675629486,0.8541418438318795,0.5363133109370539,0.7887969746830659,2
Team_A,Team_G,2.3552765983802946,1.3146698410065214,0.7993068963107788,0.5475320211365348,0
Team_B,Team_A,1.6735095933827762,1.0491453913591933,0.21948879322153683,0.692511982816798,0
Team_E,Team_G,2.093097108092997,1.076435165911734,0.3165958123242646,0.7843613444626565,1
Team_F,Team_C,1.702752422886321,1.7199629856289431,0.5362840893041012,0.7488174461127288,2
Team_E,Team_B,1.3074660082098604,2.2247607690485482,0.3086377394695787,0.5265420545662505,2
Team_D,Team_E,1.7507952597608254,2.1339369009497524,0.5921364353271158,0.7036225181227342,2
Team_G,Team_E,1.0458434550654736,0.8393221625134377,0.490394450199524,0.6211174560945296,0
Team_A,Team_D,0.5082029008603342,1.1858702316734107,0.7813156012806732,0.6169804763635081,0
Team_C,Team_E,0.8851521946936807,1.212179347509494,0.3019036599807488,0.26378349278777086,2
Team_B,Team_F,2.495300676750947,0.8282288791915806,0.23271353532696784,0.3978386642877274,2
Team_B,Team_F,0.909642494151709,1.102849823597117,0.32052244141499464,0.6645563410594708,2
Team_E,Team_C,1.7699030315219635,1.2744357141584095,0.7454245647885416,0.781719524921012,0
Team_B,Team_H,0.9460252828237561,1.5512620560007393,0.25475034156934717,0.46186903929386774,1
Team_E,Team_F,1.5441471422746662,1.1618171661560521,0.5254674836463242,0.7752805725553087,0
Team_E,Team_G,1.8096627167880073,0.5867933883121037,0.23984984268886098,0.5310969345341511,0
Team_H,Team_D,0.5446935768537147,0.8430259952960444,0.5389095025997448,0.6220045727113594,0
Team_H,Team_G,1.836518874416349,0.8649526621984587,0.5680744559787543,0.44717580793747935,2
